region,year,sample_version,sample_strategy,n_trees,features,accuracy,f1_weighted,f1_macro,num_features
HIM,2019,4,scaled,50,top_N,0.8936825885978429,0.8921124968180868,0.8871955778147886,45
HIM,2022,4,scaled,50,top_N,0.9020866773675762,0.8994839779964375,0.8895441342336782,45
HIM,1995,4,scaled,50,top_N,0.8894308943089431,0.8861441505222712,0.8742438337954073,50
HIM,1998,4,scaled,50,top_N,0.9326347305389222,0.9317867577688752,0.9253635023637368,50
HIM,2001,4,scaled,50,top_N,0.9236760124610592,0.9235465786108308,0.9184060102046115,50
HIM,2004,4,scaled,50,top_N,0.952755905511811,0.9516470208799772,0.9237359370597796,50
HIM,2007,4,scaled,50,top_N,0.9352850539291218,0.934015430574607,0.923956341183333,50
HIM,2010,4,scaled,50,top_N,0.9385560675883255,0.9383733057824918,0.9305990154957412,50
HIM,2013,4,scaled,50,top_N,0.9054263565891472,0.9048357509886256,0.914817665614874,50
HIM,2016,4,scaled,50,top_N,0.9152298850574712,0.9148836827505358,0.915580402799046,50
HIM,2019,4,scaled,50,top_N,0.901386748844376,0.8996344089238283,0.8922776956115688,50
HIM,2022,4,scaled,50,top_N,0.898876404494382,0.8966702992310923,0.8839661230478231,50
IGP,1995,5,scaled,50,top_N,0.9235836627140976,0.9215166612510984,0.8846991249736034,45
IGP,1998,5,scaled,50,top_N,0.9311688311688312,0.9281590545535564,0.9060790242363272,45
IGP,2001,5,scaled,50,top_N,0.9194444444444444,0.9100533423038936,0.8776478935093999,45
IGP,2004,5,scaled,50,top_N,0.943089430894309,0.9393899869074112,0.8949795504125146,45
IGP,2007,5,scaled,50,top_N,0.9479695431472082,0.9451600035580324,0.909157102222808,45
IGP,2010,5,scaled,50,top_N,0.952112676056338,0.9509473925178396,0.934924569864424,45
IGP,2013,5,scaled,50,top_N,0.9484808454425364,0.9471147512947354,0.9129921223377052,45
IGP,2016,5,scaled,50,top_N,0.946153846153846,0.9445662975160568,0.9166360334084624,45
IGP,2019,5,scaled,50,top_N,0.9555273189326556,0.9548443939354224,0.940656498615872,45
IGP,2022,5,scaled,50,top_N,0.9622395833333334,0.9621705044691464,0.9461100069308233,45
IGP,1995,5,scaled,50,top_N,0.91699604743083,0.9140096469124176,0.8726169661739733,50
IGP,1998,5,scaled,50,top_N,0.9428571428571428,0.9403727284303072,0.9228806936757996,50
IGP,2001,5,scaled,50,top_N,0.925,0.9139448940164774,0.8781590171618247,50
IGP,2004,5,scaled,50,top_N,0.9417344173441734,0.9383496008765276,0.8962180907383968,50
IGP,2007,5,scaled,50,top_N,0.9568527918781726,0.954507151947821,0.9256045406289816,50
IGP,2010,5,scaled,50,top_N,0.9633802816901408,0.9625940061713512,0.9506876986930436,50
IGP,2013,5,scaled,50,top_N,0.9498018494055482,0.9483812462442878,0.9204330141578194,50
IGP,2016,5,scaled,50,top_N,0.953846153846154,0.9528016517702932,0.9318294583869672,50
IGP,2019,5,scaled,50,top_N,0.9567979669631512,0.9559647931620489,0.9395898078002716,50
IGP,2022,5,scaled,50,top_N,0.9557291666666666,0.955506021368018,0.9388241457707092,50
DES,1995,7,scaled,50,top_N,0.9117929050814956,0.912258347340954,0.9229089459885904,45
DES,1998,7,scaled,50,top_N,0.9486203615604186,0.948519486096419,0.9566435205891316,45
DES,2001,7,scaled,50,top_N,0.9227272727272728,0.9221149104859946,0.9144564680249992,45
DES,2004,7,scaled,50,top_N,0.9409005628517824,0.940940812269588,0.9470973969224316,45
DES,2007,7,scaled,50,top_N,0.9266917293233082,0.9266761623175264,0.9250358878052932,45
DES,2010,7,scaled,50,top_N,0.9478178368121444,0.9477897176743288,0.9500518087638844,45
DES,2013,7,scaled,50,top_N,0.9289055191768008,0.9280988725564836,0.9321448229248752,45
DES,2016,7,scaled,50,top_N,0.9444967074317968,0.9443454282536644,0.9514958872301472,45
DES,2019,7,scaled,50,top_N,0.9304435483870968,0.9299412569885523,0.9441964320527492,45
DES,2022,7,scaled,50,top_N,0.943830570902394,0.9434967787863212,0.9383881618161676,45
DES,1995,7,scaled,50,top_N,0.909875359539789,0.9104116045090238,0.9183414520178456,50
DES,1998,7,scaled,50,top_N,0.9467174119885824,0.9465832992160028,0.9560961590646748,50
DES,2001,7,scaled,50,top_N,0.9309090909090908,0.9305299491825204,0.9236182875850656,50
DES,2004,7,scaled,50,top_N,0.9427767354596625,0.9427471241948516,0.94847903858975,50
DES,2007,7,scaled,50,top_N,0.925751879699248,0.9258846117702544,0.9258421130186234,50
DES,2010,7,scaled,50,top_N,0.9421252371916508,0.9423379486615489,0.9438665749362036,50
DES,2013,7,scaled,50,top_N,0.9298409728718428,0.9288864110515124,0.931179543400786,50
DES,2016,7,scaled,50,top_N,0.9397930385700848,0.9395832371968252,0.9440419392670056,50
DES,2019,7,scaled,50,top_N,0.936491935483871,0.9360506232966952,0.9470959125047752,50
DES,2022,7,scaled,50,top_N,0.943830570902394,0.9436707135577246,0.9391322777861318,50
PEN,1995,5,scaled,50,top_N,0.853035143769968,0.8424706053380254,0.7675494482275032,45
PEN,1998,5,scaled,50,top_N,0.8596601636249214,0.8448490584469506,0.7538298874459588,45
PEN,2001,5,scaled,50,top_N,0.8782051282051282,0.866473801880818,0.7890324298250437,45
PEN,2004,5,scaled,50,top_N,0.8592105263157894,0.8457724757174545,0.7633412203700225,45
PEN,2007,5,scaled,50,top_N,0.86435124508519,0.8500694740218881,0.7724337294108129,45
PEN,2010,5,scaled,50,top_N,0.8519480519480519,0.8445618198483458,0.8018940891759881,45
PEN,2013,5,scaled,50,top_N,0.8666666666666667,0.8578868292248114,0.8019195721953389,45
PEN,2016,5,scaled,50,top_N,0.8871374527112232,0.8812681579572167,0.8263667915103837,45
PEN,2019,5,scaled,50,top_N,0.8974358974358975,0.8954218992675561,0.8508885947789411,45
PEN,2022,5,scaled,50,top_N,0.8865784499054821,0.8845710095384097,0.8580240208940362,45
PEN,1995,5,scaled,50,top_N,0.8523961661341853,0.8407315450618666,0.765844532576777,50
PEN,1998,5,scaled,50,top_N,0.8527375707992448,0.8375636815141418,0.7469615996129331,50
PEN,2001,5,scaled,50,top_N,0.8762820512820513,0.8645469236115361,0.7850997974473979,50
PEN,2004,5,scaled,50,top_N,0.8651315789473685,0.8526218392372369,0.7699221755058495,50
PEN,2007,5,scaled,50,top_N,0.8754914809960681,0.8614729450230783,0.7826167775956633,50
PEN,2010,5,scaled,50,top_N,0.8558441558441559,0.84863358479452,0.8054848878753513,50
PEN,2013,5,scaled,50,top_N,0.8711974110032362,0.8624977432416814,0.8065910147690378,50
PEN,2016,5,scaled,50,top_N,0.8877679697351829,0.8811871196861909,0.8288677129353932,50
PEN,2019,5,scaled,50,top_N,0.8949343339587242,0.8923206610015899,0.8484938659975909,50
PEN,2022,5,scaled,50,top_N,0.8859483301827347,0.8838408386999655,0.8566470573645333,50
NEI,1995,5,scaled,50,top_N,0.8589285714285714,0.8534755244371068,0.792257945793704,45
NEI,1998,5,scaled,50,top_N,0.8715953307392996,0.8675878493832383,0.8114847772111351,45
NEI,2001,5,scaled,50,top_N,0.8641304347826086,0.860850237995919,0.7891436961622706,45
NEI,2004,5,scaled,50,top_N,0.900952380952381,0.8979519293453782,0.829798502830484,45
NEI,2007,5,scaled,50,top_N,0.9077868852459016,0.9079986492558052,0.8759635614453809,45
NEI,2010,5,scaled,50,top_N,0.891500904159132,0.8873279353632877,0.8468956030660802,45
NEI,2013,5,scaled,50,top_N,0.8731343283582089,0.8703159864349551,0.8326823985929495,45
NEI,2016,5,scaled,50,top_N,0.9073426573426572,0.9055265663278036,0.8683580736616707,45
NEI,2019,5,scaled,50,top_N,0.9017857142857144,0.9008166584088844,0.8782768191743311,45
NEI,2022,5,scaled,50,top_N,0.8764478764478765,0.8742643591240271,0.8301354309713581,45
NEI,1995,5,scaled,50,top_N,0.8678571428571429,0.8636109695283257,0.8073627464140781,50
NEI,1998,5,scaled,50,top_N,0.8793774319066148,0.8744655575922531,0.8213745924616733,50
NEI,2001,5,scaled,50,top_N,0.8623188405797102,0.8601331263941739,0.788189700719387,50
NEI,2004,5,scaled,50,top_N,0.900952380952381,0.8986815352821421,0.8548090194897071,50
NEI,2007,5,scaled,50,top_N,0.8934426229508197,0.893573637895186,0.854884844510689,50
NEI,2010,5,scaled,50,top_N,0.9005424954792043,0.8988247565482889,0.8574724789084753,50
NEI,2013,5,scaled,50,top_N,0.871268656716418,0.8695934977366999,0.8382503433578821,50
NEI,2016,5,scaled,50,top_N,0.902097902097902,0.900338347189169,0.8653477773583849,50
NEI,2019,5,scaled,50,top_N,0.9035714285714286,0.9022419820537144,0.8741443685636747,50
NEI,2022,5,scaled,50,top_N,0.862934362934363,0.8597943528317876,0.8177651635437688,50
WGR,1995,3,scaled,50,top_N,0.8461538461538461,0.8375863936222948,0.7687438550711594,45
WGR,1998,3,scaled,50,top_N,0.8372093023255814,0.8329378753039017,0.7903111821590083,45
WGR,2001,3,scaled,50,top_N,0.8560975609756097,0.8461289297331906,0.7849659519761818,45
WGR,2004,3,scaled,50,top_N,0.8482758620689655,0.8402447454021078,0.7679264951786534,45
WGR,2007,3,scaled,50,top_N,0.8832116788321168,0.8812380563409259,0.8745670196497402,45
WGR,2010,3,scaled,50,top_N,0.8429951690821256,0.8340974334677751,0.7993624878261341,45
WGR,2013,3,scaled,50,top_N,0.8771498771498771,0.8713132559072442,0.8173037112977958,45
WGR,2016,3,scaled,50,top_N,0.88,0.8746143546175926,0.8141381439540614,45
WGR,2019,3,scaled,50,top_N,0.9033816425120772,0.9017146738820572,0.8818646896438421,45
WGR,2022,3,scaled,50,top_N,0.9082125603864736,0.9038591410910042,0.875663903611705,45
WGR,1995,3,scaled,50,top_N,0.8509615384615384,0.8414837465208614,0.7710066093245954,50
WGR,1998,3,scaled,50,top_N,0.8511627906976744,0.8464568015389433,0.803938936662408,50
