band,importance_median,importance_std
wefi_median,0.6138704881779757,0.2466087296792476
npv_median_dry,0.5867406339347008,0.1919125781540007
nir_stdDev,0.5859029245301741,0.21591851340604995
ndwi_median_wet,0.5854531385403431,0.2728871071757839
hallcover_stdDev,0.5821415493555223,0.25207037057757203
green_stdDev,0.5775566947444778,0.19798273569885333
soil_median_wet,0.5766301151457235,0.2242591095824617
pri_median_wet,0.5701552013927762,0.16856634555677588
evi2_stdDev,0.5612903401845994,0.22033794550010602
gvs_median_wet,0.5546200596528631,0.20743333642239142
ndfi_stdDev,0.5543599736501142,0.20860005368882598
shade_amp,0.5481954401896114,0.17106571384294694
gv_median,0.5461194488053259,0.21593583959171453
wefi_median_wet,0.531626234838446,0.15947207635073707
gv_max,0.5313600654392593,0.3597928665930329
ndvi_stdDev,0.5271707698400597,0.2874015019022028
gv_median_wet,0.5085365009951024,0.14995056612767776
evi2_amp,0.5005794009822265,0.16966058349194127
ndfi_median_wet,0.4931236431041817,0.19075021060366193
cai_stdDev,0.4886303025319554,0.26275761880530046
cloud_amp,0.4839275074312054,0.19529860207471744
cloud_stdDev,0.4710134958373742,0.28679577837621956
ndfi_median_dry,0.4668796112508099,0.19220428255946403
savi_stdDev,0.463981792086553,0.13428650304974804
wefi_amp,0.4563488463678652,0.12098519874080858
npv_amp,0.4547984551223462,0.18512198292344786
gvs_median_dry,0.4420200766084613,0.09032038353203223
gv_median_dry,0.43035106242446,0.1519582381950192
shade_stdDev,0.4258593482982559,0.1292295466232022
gv_stdDev,0.3947161288495526,0.1754628107399295
ndfi_min,0.3615911729809268,0.19570677716702492
gvs_min,0.3471399048986462,0.16575640197921301
wefi_stdDev,0.3444167081426199,0.12386623128917353
soil_min,0.3289425594702975,0.1918184840915394
npv_stdDev,0.2992625349271572,0.17029459457384277
gv_min,0.2142366421317318,0.09419197480589371
