band,importance_median,importance_std
slope,2.7782554259097774,0.459924760120957
gcvi_median,1.6653642180525907,0.34867033578461964
green_median,1.645265306855305,0.4741311626208745
red_median,1.6101586014116815,0.2895901274273932
blue_median,1.5622547734717032,0.26971091314749035
ndvi_median,1.375457205821106,0.3090953019948927
gcvi_median_wet,1.3125230237546237,0.41086268610618754
pri_median,1.310652628565643,0.31306814271913225
red_median_wet,1.3096372715561124,0.27132731733027043
red_min,1.2474344957546033,0.34630112448178263
cai_median,1.1666909915127752,0.38223056503788994
green_median_wet,1.1641144183382948,0.26698552644133605
ndvi_median_dry,1.161089847441335,0.38027495549380064
gcvi_median_dry,1.1265566571194912,0.26786338886007394
ndwi_median,1.116328705764085,0.24135191552536184
red_median_dry,1.088568608366394,0.2582265198556505
ndwi_median_dry,1.0858982295092736,0.18412690263370443
swir1_median,1.0677718463095822,0.29226309764258246
gcvi_stdDev,1.0620240381159245,0.32855049803035435
swir2_min,1.0482729676588718,0.2092728022133375
cloud_median_wet,1.039623260222931,0.33051987978866815
swir1_median_dry,1.0261092964800929,0.2399120395165755
swir2_median,1.0031699591992629,0.28057564999938434
nir_min,1.000749180105046,0.23746803172887343
ndwi_stdDev,1.0002196002717023,0.28226510260936954
green_min,0.9948484895489622,0.1879497705310063
blue_min,0.9911026706670822,0.30797213180158356
ndvi_median_wet,0.9897943882702251,0.36993651238737335
blue_median_wet,0.97783852233124,0.2758342760102004
evi2_median_dry,0.9762851996627712,0.276882844580686
evi2_median,0.9760395010164876,0.28584488333153063
blue_median_dry,0.9677904559192464,0.20740904515823114
ndwi_amp,0.921144271922744,0.2327804470085295
savi_median,0.9191216522022472,0.17689127020449597
evi2_median_wet,0.9177003561554532,0.18259126977327972
green_median_dry,0.8960430865147725,0.18608103118008135
blue_stdDev,0.8912939360286254,0.20974084121627554
nir_median_dry,0.8909728061371793,0.1814483719172698
swir1_stdDev,0.8893530605299751,0.21887350557493587
ndfi_max,0.8870909333321887,0.23710170892839014
hallcover_median,0.8856534864366441,0.15720741203376282
pri_median_dry,0.8738739073623616,0.293207134147479
nir_stdDev,0.86445995456634,0.18806027990217933
cloud_median,0.8622596823084197,0.29504272792356695
savi_median_wet,0.8507692398991363,0.2038733149917454
swir1_min,0.8419553317599513,0.27324868824370213
cai_stdDev,0.837691826320491,0.33919666273022114
savi_median_dry,0.8352363081375148,0.2469350451560985
green_median_texture,0.8215415040838444,0.2412309361515353
gvs_max,0.8193397894997482,0.16033260940112984
gvs_median_wet,0.8187922251430578,0.23643791768865055
ndwi_median_wet,0.8169187687596228,0.23841266696881064
swir2_median_dry,0.8082593248472735,0.24376091330793523
soil_amp,0.8030786040422335,0.2227504338047603
swir2_median_wet,0.7899469968562309,0.14489932702601335
swir2_stdDev,0.7838739695549765,0.2569405411542582
nir_median,0.7782812446082207,0.24208752439483275
cloud_min,0.7772747857972885,0.19463526060568226
shade_median,0.7722669497914949,0.21640329616484047
ndfi_median_wet,0.7717137901660368,0.25059966815455836
swir1_median_wet,0.7707708943189802,0.2565130305815381
ndfi_median,0.7643342956026826,0.20907555647704448
gvs_min,0.7618475978712583,0.15809383792642084
shade_max,0.7590398624363296,0.27092414440928964
red_stdDev,0.7581439479922646,0.1862447519154293
cloud_max,0.7511435448865711,0.3958238645844217
green_stdDev,0.7503379411478597,0.15385791553730954
cloud_amp,0.7494653072260571,0.18515097381772042
npv_max,0.7482206170262433,0.193711999504564
pri_median_wet,0.74678479243298,0.239770256577037
cai_median_dry,0.741301953697651,0.17137479251648866
ndfi_amp,0.7267092660842621,0.23727659709125096
gvs_median,0.7253022993906947,0.2493783379343923
hallcover_stdDev,0.7178126119285547,0.21955326507395384
ndvi_amp,0.7037173053122889,0.2474085392342983
npv_amp,0.6948471475636762,0.17903375335156466
shade_min,0.694127707185836,0.2970883403842034
savi_stdDev,0.6912794990393214,0.16189259647031742
wefi_median,0.6898033067816978,0.1779292565041376
soil_stdDev,0.6716539012255708,0.2540987466907504
ndfi_stdDev,0.6700494256940039,0.19412682695321615
shade_median_dry,0.6638069825488744,0.18601716603614604
evi2_amp,0.6589508540242306,0.14792313556369566
