band,importance_median,importance_std
shade_min,0.5420340636395206,0.2028498127458377
soil_median,0.5394769988709038,0.1948119788434455
wefi_median,0.535610053522702,0.25798630895028446
wefi_median_wet,0.5296293000049485,0.23464509415950055
npv_median_dry,0.5064367082912133,0.20872138503249327
soil_stdDev,0.495081932835517,0.2515599179978488
wefi_stdDev,0.4927679290246918,0.12583298022920272
npv_amp,0.4885248034389556,0.19369196173892933
shade_median,0.4825764949502702,0.2587043955904217
gvs_max,0.4817021221723482,0.3081728419716962
gv_median_wet,0.4512715024133438,0.22518356759692848
gv_median,0.4493689224960145,0.18109022567695038
soil_median_dry,0.432131453522706,0.26690816499614417
gvs_min,0.3980957893393787,0.20480677447899107
ndfi_min,0.3947093528855893,0.16525122981837062
gv_stdDev,0.3758163831750354,0.23729879185650096
npv_median,0.3737443336286608,0.1926807554761554
gv_median_dry,0.3435532114281766,0.2595436007985704
npv_median_wet,0.3337085948653166,0.13074505208448092
shade_stdDev,0.3281883431302208,0.12506410710259197
npv_min,0.2742944808941991,0.20573262236618542
npv_stdDev,0.2712653026502289,0.18312300727683256
gv_min,0.186928011993832,0.11722140801044961
soil_min,0.0811086843267667,0.11307699121945074
