band,importance,region,year,sample_version
slope,2.7782554259097774,NEI,2005,5
pri_median,1.6796004673693097,NEI,2005,5
red_median,1.6436466398117295,NEI,2005,5
green_min,1.6190864397438025,NEI,2005,5
ndwi_stdDev,1.6123799421624576,NEI,2005,5
green_median,1.5220050521291741,NEI,2005,5
red_min,1.4721157746607614,NEI,2005,5
green_median_wet,1.470772122793477,NEI,2005,5
gcvi_median,1.4185284618063843,NEI,2005,5
red_median_wet,1.3919921668470878,NEI,2005,5
gcvi_median_wet,1.3231500868651644,NEI,2005,5
gcvi_stdDev,1.3216690749484086,NEI,2005,5
blue_min,1.2919692410313925,NEI,2005,5
nir_min,1.2794230836632667,NEI,2005,5
gcvi_median_dry,1.2639139574259373,NEI,2005,5
shade_min,1.2480754865205317,NEI,2005,5
swir1_median_wet,1.2144047853317337,NEI,2005,5
ndwi_median,1.2103026370328889,NEI,2005,5
pri_median_wet,1.1662597198146685,NEI,2005,5
swir2_min,1.147464928358361,NEI,2005,5
shade_median,1.146879282372253,NEI,2005,5
blue_median,1.1364394905142488,NEI,2005,5
ndvi_median,1.0877376080110193,NEI,2005,5
ndwi_median_dry,1.0858982295092736,NEI,2005,5
ndwi_amp,1.084389981218468,NEI,2005,5
ndfi_median_wet,1.0659319364686743,NEI,2005,5
nir_stdDev,1.043385511484762,NEI,2005,5
evi2_median_dry,1.033719044469816,NEI,2005,5
red_median_dry,1.0071945924734151,NEI,2005,5
savi_median,0.9916233838337073,NEI,2005,5
cloud_max,0.9878836810508483,NEI,2005,5
cloud_median,0.9803775016445889,NEI,2005,5
swir1_stdDev,0.9797685241465222,NEI,2005,5
swir2_median_wet,0.9522929647825322,NEI,2005,5
ndvi_stdDev,0.9511441830984876,NEI,2005,5
ndfi_stdDev,0.9342848295114838,NEI,2005,5
wefi_amp,0.9324088776491272,NEI,2005,5
npv_median_wet,0.9115312533510528,NEI,2005,5
red_stdDev,0.9066049600734307,NEI,2005,5
nir_median,0.8951925567298445,NEI,2005,5
ndfi_amp,0.8911050920241276,NEI,2005,5
shade_median_wet,0.8863780086572906,NEI,2005,5
gvs_median_wet,0.8759811810433695,NEI,2005,5
gvs_min,0.8612353145390136,NEI,2005,5
nir_median_dry,0.8592603716423344,NEI,2005,5
blue_stdDev,0.850176049786487,NEI,2005,5
green_stdDev,0.8496205335143935,NEI,2005,5
evi2_median,0.8395345093612249,NEI,2005,5
soil_max,0.8306877679869573,NEI,2005,5
evi2_median_wet,0.8223631435452059,NEI,2005,5
green_median_texture,0.8215415040838444,NEI,2005,5
cai_median,0.8182502961597709,NEI,2005,5
swir2_stdDev,0.8101442113325613,NEI,2005,5
swir1_min,0.8098929502976755,NEI,2005,5
swir2_median_dry,0.8082593248472735,NEI,2005,5
sefi_median,0.8070401029282029,NEI,2005,5
soil_amp,0.8030786040422335,NEI,2005,5
green_median_dry,0.7798602229052064,NEI,2005,5
cloud_min,0.7772747857972885,NEI,2005,5
pri_median_dry,0.7761447158720006,NEI,2005,5
ndvi_median_wet,0.7753377960439862,NEI,2005,5
soil_stdDev,0.7714827978893118,NEI,2005,5
ndvi_median_dry,0.7699410509110618,NEI,2005,5
savi_stdDev,0.7690414548734642,NEI,2005,5
sefi_stdDev,0.7630521434422765,NEI,2005,5
