band,importance,region,year,sample_version
slope,1.9767721727922822,PEN,2004,5
green_median_dry,1.7601927137568283,PEN,2004,5
blue_min,1.4011906419069138,PEN,2004,5
swir2_min,1.3976010961868306,PEN,2004,5
ndvi_median_dry,1.3948072620383853,PEN,2004,5
green_min,1.3048918130008162,PEN,2004,5
blue_median_dry,1.2708679676875738,PEN,2004,5
nir_median_dry,1.242553941032882,PEN,2004,5
red_median_dry,1.2094445365179178,PEN,2004,5
pri_median,1.193708023958364,PEN,2004,5
green_median_wet,1.192208041056182,PEN,2004,5
blue_median_wet,1.1654668568227184,PEN,2004,5
pri_median_dry,1.1608291236990071,PEN,2004,5
nir_median,1.158866404395889,PEN,2004,5
blue_median,1.140880516974583,PEN,2004,5
gcvi_median,1.139897603190682,PEN,2004,5
red_median,1.1121156340450624,PEN,2004,5
evi2_median_dry,1.1033319901252554,PEN,2004,5
ndwi_median_dry,1.1020505777075442,PEN,2004,5
swir1_median_dry,1.100104494843988,PEN,2004,5
nir_min,1.09194416710784,PEN,2004,5
cloud_median_dry,1.0882893012980974,PEN,2004,5
savi_median_dry,1.0830032829165857,PEN,2004,5
swir2_median_dry,1.0791899974765733,PEN,2004,5
cloud_amp,1.0727776429019633,PEN,2004,5
swir1_stdDev,1.06222366070176,PEN,2004,5
green_median_texture,1.0468166421964402,PEN,2004,5
gcvi_median_dry,1.0400196203982015,PEN,2004,5
cloud_median_wet,1.0106492387878043,PEN,2004,5
sefi_median_dry,1.0084922165786803,PEN,2004,5
cloud_max,0.990241009767061,PEN,2004,5
hallcover_stdDev,0.9895292194462101,PEN,2004,5
cloud_median,0.9885984191676791,PEN,2004,5
green_median,0.97887650403352,PEN,2004,5
gcvi_median_wet,0.9748293995006359,PEN,2004,5
ndwi_median_wet,0.9573315494173463,PEN,2004,5
red_median_wet,0.9562902527118826,PEN,2004,5
swir1_min,0.9443872961638925,PEN,2004,5
green_stdDev,0.9347306146679203,PEN,2004,5
savi_stdDev,0.9307024889443356,PEN,2004,5
blue_stdDev,0.9287285070494036,PEN,2004,5
cai_stdDev,0.9022055561715054,PEN,2004,5
nir_stdDev,0.899768653160916,PEN,2004,5
ndvi_median,0.8911873065785513,PEN,2004,5
npv_median,0.8909511684139751,PEN,2004,5
gvs_max,0.8819962051548171,PEN,2004,5
npv_max,0.8818048708424892,PEN,2004,5
gvs_amp,0.8797149733368443,PEN,2004,5
soil_amp,0.8793924371026737,PEN,2004,5
swir2_stdDev,0.8732958870712009,PEN,2004,5
red_min,0.8699647242402649,PEN,2004,5
cai_median,0.8691887878338869,PEN,2004,5
shade_median_dry,0.8668378357597891,PEN,2004,5
ndfi_amp,0.866593016839425,PEN,2004,5
evi2_median,0.8579783517919015,PEN,2004,5
ndwi_amp,0.8542714407713906,PEN,2004,5
gcvi_stdDev,0.8525740826000744,PEN,2004,5
ndvi_amp,0.8457884837035202,PEN,2004,5
swir2_median,0.8381642705138936,PEN,2004,5
ndvi_stdDev,0.8282864879692128,PEN,2004,5
ndfi_median_dry,0.8198935279763675,PEN,2004,5
shade_median,0.8161221481170673,PEN,2004,5
wefi_median,0.8130141499983303,PEN,2004,5
swir1_median,0.8080021915222267,PEN,2004,5
soil_max,0.803123538064898,PEN,2004,5
cloud_min,0.7965799635443981,PEN,2004,5
savi_median,0.7859516475391224,PEN,2004,5
shade_min,0.7833035124783573,PEN,2004,5
ndvi_median_wet,0.7702643482091932,PEN,2004,5
savi_median_wet,0.7625976073636228,PEN,2004,5
evi2_median_wet,0.762051272222576,PEN,2004,5
ndwi_stdDev,0.7346618309369537,PEN,2004,5
shade_max,0.7221756818642183,PEN,2004,5
red_stdDev,0.7192219985994178,PEN,2004,5
soil_median_dry,0.7178012956760433,PEN,2004,5
cai_median_dry,0.712098099295525,PEN,2004,5
cloud_stdDev,0.6977649988639275,PEN,2004,5
npv_min,0.6959972136293439,PEN,2004,5
pri_median_wet,0.6948766077671793,PEN,2004,5
swir2_median_wet,0.6908543624828017,PEN,2004,5
npv_median_wet,0.6853988805073398,PEN,2004,5
