band,importance,region,year,sample_version
slope,2.5494440717305134,HIM,2024,4
gcvi_median_dry,2.0349347271010925,HIM,2024,4
gcvi_median,1.9630693685581144,HIM,2024,4
ndvi_median_dry,1.7812350057143582,HIM,2024,4
savi_median,1.7523966048516484,HIM,2024,4
red_median_dry,1.5063588793776932,HIM,2024,4
ndvi_stdDev,1.4718788755063705,HIM,2024,4
gvs_median_wet,1.4580507028401932,HIM,2024,4
red_median_wet,1.43863404833891,HIM,2024,4
green_median,1.4298238280302211,HIM,2024,4
ndvi_median,1.4117050224747536,HIM,2024,4
savi_median_dry,1.3593217564440396,HIM,2024,4
evi2_median_wet,1.3554783159769415,HIM,2024,4
nir_median_dry,1.3426449851970088,HIM,2024,4
red_median,1.2953571062431686,HIM,2024,4
nir_median,1.2886985629799508,HIM,2024,4
green_median_dry,1.2458793553586662,HIM,2024,4
cloud_median,1.2442343694359566,HIM,2024,4
evi2_median,1.2384276611702814,HIM,2024,4
ndwi_amp,1.226842421315799,HIM,2024,4
swir2_median_dry,1.216099034825836,HIM,2024,4
hallcover_median,1.2079708290669438,HIM,2024,4
swir2_min,1.2054559604414448,HIM,2024,4
ndwi_median,1.1749755181528792,HIM,2024,4
savi_median_wet,1.1673138391850206,HIM,2024,4
swir1_median_dry,1.1559269955634377,HIM,2024,4
evi2_median_dry,1.152131897630832,HIM,2024,4
ndwi_median_dry,1.1189785442698468,HIM,2024,4
swir1_min,1.1181302182649797,HIM,2024,4
cai_median_dry,1.116478900867722,HIM,2024,4
pri_median_dry,1.075326711596278,HIM,2024,4
blue_median,1.074998956244112,HIM,2024,4
swir1_median_wet,1.0581610715806484,HIM,2024,4
sefi_median,1.0521765583086142,HIM,2024,4
nir_median_wet,1.0260257191548594,HIM,2024,4
nir_min,1.0067145283995498,HIM,2024,4
ndvi_amp,0.9628244883722792,HIM,2024,4
shade_median_dry,0.9613591631615572,HIM,2024,4
cai_median,0.9500890680126701,HIM,2024,4
ndwi_median_wet,0.9481976771082121,HIM,2024,4
cai_stdDev,0.9417174830465981,HIM,2024,4
gvs_stdDev,0.9398122584704672,HIM,2024,4
gvs_median_dry,0.9265473718188647,HIM,2024,4
blue_median_dry,0.9241188592943865,HIM,2024,4
pri_median,0.9147882118647359,HIM,2024,4
green_median_texture,0.9138304656293663,HIM,2024,4
ndvi_median_wet,0.9110529498032538,HIM,2024,4
gcvi_median_wet,0.9012428628601852,HIM,2024,4
sefi_median_dry,0.8872406191697692,HIM,2024,4
blue_stdDev,0.8490951479505855,HIM,2024,4
evi2_amp,0.8262557889749429,HIM,2024,4
cloud_stdDev,0.8211548616217307,HIM,2024,4
cloud_amp,0.8015124160099717,HIM,2024,4
gv_max,0.7746600125304881,HIM,2024,4
swir2_median,0.772759402584053,HIM,2024,4
hallcover_stdDev,0.7727441395831692,HIM,2024,4
evi2_stdDev,0.7714376743634436,HIM,2024,4
gvs_median,0.7662466863230798,HIM,2024,4
soil_amp,0.7579346502717462,HIM,2024,4
sefi_stdDev,0.7525757449752271,HIM,2024,4
wefi_stdDev,0.7517541269642838,HIM,2024,4
swir2_stdDev,0.7498930627314415,HIM,2024,4
blue_median_wet,0.7438522232748468,HIM,2024,4
shade_median,0.7431291074813128,HIM,2024,4
cloud_max,0.7354112929646275,HIM,2024,4
npv_median,0.7166305804202342,HIM,2024,4
shade_amp,0.7106346097797352,HIM,2024,4
swir1_stdDev,0.7081451689314048,HIM,2024,4
soil_median,0.6913275953097999,HIM,2024,4
red_stdDev,0.6869216358482053,HIM,2024,4
ndfi_median_wet,0.6809911711768658,HIM,2024,4
ndwi_stdDev,0.6754432412229919,HIM,2024,4
green_median_wet,0.6484740898768631,HIM,2024,4
nir_stdDev,0.6432895965342672,HIM,2024,4
ndfi_median_dry,0.6422022206730813,HIM,2024,4
ndfi_amp,0.6408200362091289,HIM,2024,4
npv_max,0.6406521657413083,HIM,2024,4
cloud_min,0.6211195641619808,HIM,2024,4
cloud_median_dry,0.6162138168932728,HIM,2024,4
swir2_median_wet,0.6143671055273966,HIM,2024,4
pri_median_wet,0.6048274022118163,HIM,2024,4
cloud_median_wet,0.5945395160802183,HIM,2024,4
npv_stdDev,0.5857247764502929,HIM,2024,4
savi_stdDev,0.583069878917192,HIM,2024,4
ndfi_stdDev,0.5778050456638248,HIM,2024,4
blue_min,0.5773956486965147,HIM,2024,4
gvs_min,0.5746777596652447,HIM,2024,4
gvs_amp,0.5695076890249104,HIM,2024,4
ndfi_median,0.5658466807772019,HIM,2024,4
wefi_amp,0.5636356369517035,HIM,2024,4
gv_amp,0.5520346015945478,HIM,2024,4
soil_median_wet,0.5358052208568937,HIM,2024,4
wefi_median,0.535610053522702,HIM,2024,4
npv_amp,0.5350417681809068,HIM,2024,4
red_min,0.5179904126188428,HIM,2024,4
green_min,0.5016321583786105,HIM,2024,4
gv_median_dry,0.5004266540749807,HIM,2024,4
gv_median_wet,0.49799090185099354,HIM,2024,4
ndfi_min,0.49445552597870057,HIM,2024,4
green_stdDev,0.4847323216171774,HIM,2024,4
shade_max,0.47419112703495975,HIM,2024,4
shade_stdDev,0.46725101447222434,HIM,2024,4
wefi_median_wet,0.45391682685445595,HIM,2024,4
ndfi_max,0.4351988939072623,HIM,2024,4
gcvi_stdDev,0.4028440069128571,HIM,2024,4
npv_median_dry,0.39876444615259593,HIM,2024,4
swir1_median,0.3933788128981148,HIM,2024,4
soil_max,0.3783709618725809,HIM,2024,4
shade_median_wet,0.35813592376958703,HIM,2024,4
shade_min,0.35303692456377167,HIM,2024,4
