band,importance,region,year,sample_version
pri_median_dry,2.055609946816804,DES,2013,7
npv_median_wet,2.034582252715858,DES,2013,7
npv_median,2.0342152410187566,DES,2013,7
gcvi_median_dry,1.9520541204975959,DES,2013,7
slope,1.6109663025277012,DES,2013,7
nir_stdDev,1.4476488945668147,DES,2013,7
red_median,1.4416632524989834,DES,2013,7
ndwi_median_dry,1.431008994976756,DES,2013,7
green_min,1.4055744475212593,DES,2013,7
npv_min,1.400369671341332,DES,2013,7
cloud_median,1.3875071210932879,DES,2013,7
pri_median,1.3870369499983566,DES,2013,7
green_median_texture,1.379745241692167,DES,2013,7
cloud_median_wet,1.3553088358637504,DES,2013,7
cai_median,1.3472670680394776,DES,2013,7
green_median_wet,1.2816378222001743,DES,2013,7
red_median_wet,1.270141186586699,DES,2013,7
blue_median,1.2448249502670092,DES,2013,7
blue_median_dry,1.2380465475382434,DES,2013,7
cai_median_dry,1.2311229556900227,DES,2013,7
hallcover_median,1.1856082154441117,DES,2013,7
evi2_stdDev,1.1725753344550944,DES,2013,7
cloud_max,1.1514618165494728,DES,2013,7
ndwi_median_wet,1.1488339710269135,DES,2013,7
red_min,1.139118054379084,DES,2013,7
blue_median_wet,1.1092043677401713,DES,2013,7
npv_max,1.0692126834912379,DES,2013,7
ndvi_median,1.0606489707166509,DES,2013,7
shade_median_dry,1.0561365674132488,DES,2013,7
nir_median,1.044936485232774,DES,2013,7
ndvi_median_dry,1.0377918004635371,DES,2013,7
gcvi_median,1.0227752487598272,DES,2013,7
blue_min,1.0147001252114027,DES,2013,7
savi_median_wet,1.0102020267627627,DES,2013,7
npv_median_dry,1.0042372159563202,DES,2013,7
evi2_median_dry,1.0020756244971818,DES,2013,7
savi_median,0.9917460928452453,DES,2013,7
gcvi_median_wet,0.9802060336711551,DES,2013,7
swir1_min,0.9445635458605519,DES,2013,7
gcvi_stdDev,0.9436212054270409,DES,2013,7
savi_median_dry,0.9402888699132484,DES,2013,7
cai_stdDev,0.9377874800990815,DES,2013,7
evi2_median,0.9301793145679218,DES,2013,7
pri_median_wet,0.9278666637868981,DES,2013,7
nir_min,0.9164601975304723,DES,2013,7
sefi_median,0.8909980930761285,DES,2013,7
nir_median_wet,0.8845564447713786,DES,2013,7
green_median,0.8764585536076607,DES,2013,7
sefi_median_dry,0.8729552637153402,DES,2013,7
nir_median_dry,0.8706637154409551,DES,2013,7
swir2_median_dry,0.8618240965531208,DES,2013,7
soil_max,0.8606791223410767,DES,2013,7
shade_amp,0.8463771685548689,DES,2013,7
savi_stdDev,0.8350722746443578,DES,2013,7
red_median_dry,0.7983869708894368,DES,2013,7
swir2_median,0.7983433239793358,DES,2013,7
gvs_median_wet,0.7819921975589974,DES,2013,7
swir1_median_wet,0.7652032190839185,DES,2013,7
green_median_dry,0.764752299112555,DES,2013,7
gvs_median,0.7624420868270807,DES,2013,7
soil_amp,0.7617726388826412,DES,2013,7
ndvi_amp,0.7535214872212618,DES,2013,7
wefi_median_wet,0.7527800614129232,DES,2013,7
ndwi_stdDev,0.7411686859718938,DES,2013,7
cloud_median_dry,0.7250874795914202,DES,2013,7
swir2_stdDev,0.7241572990749165,DES,2013,7
ndvi_stdDev,0.7237443602595695,DES,2013,7
wefi_median,0.7106575416228851,DES,2013,7
shade_median,0.7072181539251018,DES,2013,7
red_stdDev,0.6963782067990939,DES,2013,7
gvs_stdDev,0.695803919328596,DES,2013,7
ndwi_median,0.6940248931194072,DES,2013,7
soil_median_wet,0.6695909206325316,DES,2013,7
ndvi_median_wet,0.6689769395338246,DES,2013,7
ndfi_max,0.6633725336636656,DES,2013,7
soil_median_dry,0.6620712189441605,DES,2013,7
ndfi_median_wet,0.6533963197059631,DES,2013,7
gvs_amp,0.6531505149935597,DES,2013,7
swir1_median_dry,0.6479060842877311,DES,2013,7
shade_max,0.6384840984451958,DES,2013,7
blue_stdDev,0.6343529037303947,DES,2013,7
sefi_stdDev,0.631938713801523,DES,2013,7
evi2_median_wet,0.6187975876607615,DES,2013,7
cloud_min,0.6122681066128929,DES,2013,7
gvs_max,0.6020967498702253,DES,2013,7
gv_median_wet,0.5979522989475476,DES,2013,7
shade_min,0.5883115269190134,DES,2013,7
swir1_median,0.5882307881571269,DES,2013,7
green_stdDev,0.5861869577641976,DES,2013,7
swir1_stdDev,0.5793151987454053,DES,2013,7
ndwi_amp,0.5732072772017683,DES,2013,7
evi2_amp,0.5573321728842966,DES,2013,7
ndfi_median,0.55466980118495,DES,2013,7
soil_median,0.5536801932802599,DES,2013,7
ndfi_stdDev,0.5348888329167653,DES,2013,7
shade_stdDev,0.505627226998329,DES,2013,7
hallcover_stdDev,0.49577319460507335,DES,2013,7
cloud_amp,0.4770803139963657,DES,2013,7
gv_median,0.47659002405320267,DES,2013,7
npv_amp,0.47600811585335373,DES,2013,7
ndfi_amp,0.4696337528032683,DES,2013,7
swir2_median_wet,0.4528069412635105,DES,2013,7
ndfi_median_dry,0.4495593655748956,DES,2013,7
gv_stdDev,0.4468103407971483,DES,2013,7
cloud_stdDev,0.40383781964812526,DES,2013,7
shade_median_wet,0.3894307987126326,DES,2013,7
gv_amp,0.3797264238886824,DES,2013,7
gv_max,0.3763403465872132,DES,2013,7
wefi_stdDev,0.3668389688853351,DES,2013,7
ndfi_min,0.34917335481657014,DES,2013,7
npv_stdDev,0.34632602416953046,DES,2013,7
soil_stdDev,0.3398258586449355,DES,2013,7
swir2_min,0.3358589474126368,DES,2013,7
gv_min,0.30821355318480226,DES,2013,7
wefi_amp,0.30668162420237943,DES,2013,7
gv_median_dry,0.2989041760872544,DES,2013,7
soil_min,0.27623646592322226,DES,2013,7
gvs_median_dry,0.23596210360264813,DES,2013,7
gvs_min,0.1309872457867251,DES,2013,7
