band,importance,region,year,sample_version
slope,2.2353142676382656,ICR,2001,4
gcvi_median,1.911680638353026,ICR,2001,4
green_median,1.8789329814375404,ICR,2001,4
cloud_median,1.6276774616472054,ICR,2001,4
swir1_median,1.5877672935726932,ICR,2001,4
swir1_median_wet,1.5589261505062835,ICR,2001,4
swir1_median_dry,1.5559059293047381,ICR,2001,4
ndwi_median,1.5039960644011146,ICR,2001,4
blue_median,1.4954119023070396,ICR,2001,4
nir_min,1.446866317381373,ICR,2001,4
cloud_min,1.3892923210397097,ICR,2001,4
gcvi_median_wet,1.3657486743138314,ICR,2001,4
swir2_median,1.3419922372485837,ICR,2001,4
swir1_stdDev,1.2727905884965651,ICR,2001,4
cloud_median_wet,1.2325901494334377,ICR,2001,4
red_median,1.2272719919380959,ICR,2001,4
hallcover_stdDev,1.182350808185598,ICR,2001,4
swir2_median_dry,1.175381014075054,ICR,2001,4
gcvi_median_dry,1.1692805239599837,ICR,2001,4
evi2_median,1.1577280077486212,ICR,2001,4
cloud_median_dry,1.1509699573326635,ICR,2001,4
ndwi_median_wet,1.1334453158813558,ICR,2001,4
cai_median,1.1297485459065166,ICR,2001,4
nir_median_dry,1.1111991689745924,ICR,2001,4
ndwi_median_dry,1.104910117340243,ICR,2001,4
blue_median_wet,1.08480442586516,ICR,2001,4
ndvi_median_dry,1.079286131585003,ICR,2001,4
swir1_min,1.0613149614581545,ICR,2001,4
pri_median_wet,1.047712449265422,ICR,2001,4
shade_min,1.0414838701289053,ICR,2001,4
green_median_texture,1.0177362393765683,ICR,2001,4
soil_max,1.0157679963099362,ICR,2001,4
gvs_median_wet,1.014896203032168,ICR,2001,4
evi2_median_dry,1.0124413027457373,ICR,2001,4
blue_min,0.9992599591225997,ICR,2001,4
evi2_amp,0.9829240190679686,ICR,2001,4
green_median_wet,0.9753288270821666,ICR,2001,4
swir2_median_wet,0.9661731533569423,ICR,2001,4
npv_median_wet,0.9632296757441002,ICR,2001,4
ndvi_median,0.9607698095682589,ICR,2001,4
ndvi_amp,0.9595665047055134,ICR,2001,4
hallcover_median,0.9528862295322684,ICR,2001,4
red_stdDev,0.9470770909040952,ICR,2001,4
savi_median,0.932299792362174,ICR,2001,4
ndfi_median_wet,0.9179801571624768,ICR,2001,4
red_median_wet,0.9097816400666491,ICR,2001,4
red_median_dry,0.9024389845394233,ICR,2001,4
green_min,0.8959518465151016,ICR,2001,4
swir2_min,0.8895979644840492,ICR,2001,4
cloud_max,0.8867291742979773,ICR,2001,4
nir_median,0.8845669644152303,ICR,2001,4
ndfi_amp,0.8831150744249179,ICR,2001,4
ndvi_stdDev,0.8824312037802281,ICR,2001,4
