band,importance,region,year,sample_version
slope,3.040125896797577,WGR,2024,3
gcvi_median,1.673035127919674,WGR,2024,3
red_median_wet,1.6274881023507146,WGR,2024,3
cai_median_dry,1.5546260637266347,WGR,2024,3
green_median_wet,1.523184286117872,WGR,2024,3
ndvi_median_dry,1.4265935412760118,WGR,2024,3
gcvi_median_dry,1.4179980833492116,WGR,2024,3
ndfi_median_wet,1.4167068473592033,WGR,2024,3
ndwi_median,1.410697317813353,WGR,2024,3
savi_median_wet,1.4007844843230102,WGR,2024,3
red_median,1.3551444036408091,WGR,2024,3
green_median_dry,1.336215879050462,WGR,2024,3
green_median,1.3131838506450493,WGR,2024,3
soil_max,1.30233913044951,WGR,2024,3
swir1_median_wet,1.2799932211213432,WGR,2024,3
ndvi_median,1.2780603549693619,WGR,2024,3
npv_median,1.26972273217539,WGR,2024,3
red_median_dry,1.2661245876454235,WGR,2024,3
ndvi_median_wet,1.2566858305034008,WGR,2024,3
ndwi_median_dry,1.2544930836215111,WGR,2024,3
nir_median_wet,1.195502604025867,WGR,2024,3
savi_median,1.1755779765834722,WGR,2024,3
ndvi_stdDev,1.1401832998021126,WGR,2024,3
evi2_median_dry,1.1374128947986772,WGR,2024,3
swir2_median_wet,1.121585959027966,WGR,2024,3
shade_max,1.1211827826265377,WGR,2024,3
green_median_texture,1.113219864517759,WGR,2024,3
nir_median,1.1069234232300262,WGR,2024,3
wefi_median_wet,1.0994703210258245,WGR,2024,3
hallcover_median,1.092530766474749,WGR,2024,3
red_stdDev,1.0916236606121166,WGR,2024,3
ndfi_median_dry,1.0634942577443933,WGR,2024,3
swir1_median_dry,1.0631200729507897,WGR,2024,3
gvs_amp,1.0394840511870338,WGR,2024,3
shade_median,1.0241135956792238,WGR,2024,3
swir1_min,1.0210236755316568,WGR,2024,3
npv_median_dry,1.018207896697831,WGR,2024,3
gcvi_median_wet,1.016401255999564,WGR,2024,3
evi2_median_wet,1.00803809187128,WGR,2024,3
green_min,1.0039819964959267,WGR,2024,3
sefi_median_dry,0.9986075218311299,WGR,2024,3
nir_stdDev,0.9616769427616013,WGR,2024,3
savi_median_dry,0.9598625696305443,WGR,2024,3
sefi_median,0.9406092333946168,WGR,2024,3
hallcover_stdDev,0.9305424855159968,WGR,2024,3
swir2_min,0.9176223475286476,WGR,2024,3
pri_median_dry,0.9059934516296876,WGR,2024,3
blue_median_wet,0.901411502539764,WGR,2024,3
ndwi_median_wet,0.8940102038720015,WGR,2024,3
gv_median_wet,0.8699248542028097,WGR,2024,3
swir1_median,0.862342172161148,WGR,2024,3
blue_median,0.8621301761093867,WGR,2024,3
gcvi_stdDev,0.8583932417283899,WGR,2024,3
blue_median_dry,0.8467331511278476,WGR,2024,3
ndwi_amp,0.8282012581626179,WGR,2024,3
gvs_median_wet,0.8240056279223779,WGR,2024,3
evi2_stdDev,0.8148505814078997,WGR,2024,3
shade_median_dry,0.8000142607603247,WGR,2024,3
gv_stdDev,0.7950685754714264,WGR,2024,3
soil_median_dry,0.789031653181582,WGR,2024,3
gvs_stdDev,0.7811917847767011,WGR,2024,3
wefi_amp,0.7792374607127684,WGR,2024,3
soil_median,0.7612270424301657,WGR,2024,3
shade_amp,0.7475151401649721,WGR,2024,3
nir_median_dry,0.740424252517172,WGR,2024,3
shade_stdDev,0.7367521668487452,WGR,2024,3
wefi_median,0.7319217716551601,WGR,2024,3
cai_median,0.7284194042901789,WGR,2024,3
pri_median,0.727294811070455,WGR,2024,3
swir2_median_dry,0.7236011251061648,WGR,2024,3
nir_min,0.7188746778596893,WGR,2024,3
swir2_median,0.7156482830463561,WGR,2024,3
red_min,0.7154323785161087,WGR,2024,3
soil_min,0.6961142873279171,WGR,2024,3
ndfi_stdDev,0.6863152639517393,WGR,2024,3
cloud_max,0.6847113066328429,WGR,2024,3
swir1_stdDev,0.6815690328084583,WGR,2024,3
gv_max,0.6779798942818246,WGR,2024,3
sefi_stdDev,0.671010451592633,WGR,2024,3
gvs_median_dry,0.6706000384295691,WGR,2024,3
swir2_stdDev,0.6639235738979671,WGR,2024,3
gvs_median,0.6632297338398031,WGR,2024,3
shade_median_wet,0.65065672228056,WGR,2024,3
ndfi_amp,0.646481185766482,WGR,2024,3
ndvi_amp,0.6383627139415896,WGR,2024,3
gvs_min,0.6274636354508044,WGR,2024,3
ndfi_min,0.6175676950513604,WGR,2024,3
evi2_median,0.6129962217602241,WGR,2024,3
ndfi_median,0.6097919061477797,WGR,2024,3
blue_min,0.5871755396817397,WGR,2024,3
pri_median_wet,0.5653239496614083,WGR,2024,3
savi_stdDev,0.5478333435068387,WGR,2024,3
wefi_stdDev,0.5453496575300426,WGR,2024,3
cai_stdDev,0.5254032362708511,WGR,2024,3
npv_max,0.49348867244249944,WGR,2024,3
soil_median_wet,0.49148998414272765,WGR,2024,3
gv_min,0.48304180574740946,WGR,2024,3
gv_median,0.4802078193837535,WGR,2024,3
npv_min,0.4775117774051391,WGR,2024,3
npv_median_wet,0.43915237810386837,WGR,2024,3
green_stdDev,0.43669590324192054,WGR,2024,3
soil_amp,0.43563110932361915,WGR,2024,3
gv_amp,0.42089187764046243,WGR,2024,3
cloud_median_dry,0.40208813816894035,WGR,2024,3
blue_stdDev,0.3871555855973299,WGR,2024,3
cloud_median_wet,0.38265709086068533,WGR,2024,3
ndfi_max,0.3587457992908437,WGR,2024,3
ndwi_stdDev,0.31929909264863837,WGR,2024,3
cloud_amp,0.31247317374164263,WGR,2024,3
gvs_max,0.3014913976428774,WGR,2024,3
cloud_median,0.2934827240776375,WGR,2024,3
shade_min,0.26399896027290115,WGR,2024,3
npv_amp,0.24615735431931102,WGR,2024,3
gv_median_dry,0.2374138884834654,WGR,2024,3
evi2_amp,0.22411199780269137,WGR,2024,3
npv_stdDev,0.18544237719691456,WGR,2024,3
soil_stdDev,0.17851581330499694,WGR,2024,3
cloud_stdDev,0.13614635111093626,WGR,2024,3
cloud_min,0.11799615656357475,WGR,2024,3
